title,source_title,year,doi,total_citations_wos_core
The Growing Gap in Life Expectancy: Using the Future Elderly Model to Estimate Implications for Social Security and Medicare,AMERICAN ECONOMIC REVIEW,2014,10.1257/aer.104.5.230,22
Estimating the value of life expectancy gains in Tanzania using the life satisfaction and model based approaches,HEALTH ECONOMICS,2023,10.1002/hec.4654,2
Life expectancy effects of public and private health expenditures in OECD countries 1970-2012: Panel time series approach,ECONOMIC ANALYSIS AND POLICY,2017,10.1016/j.eap.2017.06.005,69
Regional Reserves for Raising Life Expectancy in the Conditions of Convergence of Its Level,ECONOMIC AND SOCIAL CHANGES-FACTS TRENDS FORECAST,2019,10.15838/esc.2019.6.66.13,3
AN IMPROVEMENT TO KAMERUD MORTALITY-RISK AND LIFE-EXPECTANCY MODEL,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,1990,,2
THE MEDIATING ROLES OF GDP ON THE RELATIONSHIP BETWEEN INCOME INEQUALITY AND LIFE EXPECTANCY,ASIAN ACADEMY OF MANAGEMENT JOURNAL,2021,10.21315/aamj2021.26.2.5,1
Socio-economic determinants of life expectancy in Nigeria (1980 - 2011),HEALTH ECONOMICS REVIEW,2015,10.1186/s13561-014-0037-z,39
"Entropy, longevity and the cost of annuities",INSURANCE MATHEMATICS & ECONOMICS,2011,10.1016/j.insmatheco.2010.10.005,12
The changing health convergence for life expectancy and spatial interactions,APPLIED ECONOMICS,2024,10.1080/00036846.2023.2177591,0
The non-linear effects of life expectancy on economic growth,ECONOMICS LETTERS,2011,10.1016/j.econlet.2011.03.027,22
Life expectancy and schooling: new insights from cross-country data,JOURNAL OF POPULATION ECONOMICS,2012,10.1007/s00148-011-0392-6,18
Life-expectancy in a nonhomogeneous population,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,1998,,4
Years of life lost to revolution and war in Iran,REVIEW OF DEVELOPMENT ECONOMICS,2023,10.1111/rode.13030,2
The Impact of AIDS Treatment on Savings and Human Capital Investment in Malawi,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,2018,10.1257/app.20150369,32
"Carbon Emissions, Health Expenditure, and Economic Effects on Life Expectancy in Malaysia",WORLD,2024,10.3390/world5030030,0
Fertility and old-age labor supply in aging China,CHINA ECONOMIC REVIEW,2019,10.1016/j.chieco.2018.12.004,5
Aging and automation in economies with search frictions,JOURNAL OF POPULATION ECONOMICS,2022,10.1007/s00148-021-00860-3,8
Revisiting the relationship between longevity and lifetime education: global evidence from 919 surveys,JOURNAL OF POPULATION ECONOMICS,2019,10.1007/s00148-018-0717-9,7
Effects of Health and Longevity on Financial Risk Tolerance,GENEVA RISK AND INSURANCE REVIEW,2009,10.1057/grir.2009.6,10
The Effect on Annuities Preference of Prompts to Consider Life Expectancy: Evidence from a UK Quota Sample,ECONOMICA,2020,10.1111/ecca.12326,2
"Health expenditure, longevity, and child mortality: dynamic panel data approach with global data",INTERNATIONAL JOURNAL OF HEALTH ECONOMICS AND MANAGEMENT,2020,10.1007/s10754-019-09272-z,33
On the choice of public pensions when income and life expectancy are correlated,JOURNAL OF PUBLIC ECONOMIC THEORY,2007,10.1111/j.1467-9779.2007.00327.x,17
Long live the doge? Death as a term limit on Venetian chief executives,PUBLIC CHOICE,2021,10.1007/s11127-020-00829-y,4
"The Relationships between CO<sub>2</sub> Emissions, Economic Growth and Life Expectancy",JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS,2021,10.13106/jafeb.2021.vol8.no2.0801,41
Life expectancy and human capital: long-run evidence from a panel of countries,APPLIED ECONOMICS LETTERS,2017,10.1080/13504851.2016.1270405,3
Alternative Estimates of the Effect of the Increase of Life Expectancy on Economic Growth,ECONOMICS BULLETIN,2012,,9
Deprivation as a fundamental cause of morbidity and reduced life expectancy: an observational study using German statutory health insurance data,INTERNATIONAL JOURNAL OF HEALTH ECONOMICS AND MANAGEMENT,2024,10.1007/s10754-024-09374-3,1
The determinants of life expectancy: An analysis of the OECD health data,SOUTHERN ECONOMIC JOURNAL,2005,10.2307/20062079,77
Examining the Impact of Environmental Pollution and Life Expectancy on Economic Growth in the European Union,JOURNAL OF ECONOMIC INTEGRATION,2024,10.11130/jei.2024022,0
Social security and uncertain lifetime,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,1998,,0
Existence and stability of overconsumption equilibria,ECONOMIC MODELLING,2011,10.1016/j.econmod.2010.09.022,9
Longevity and life expectancy,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,1997,10.1016/S0040-1625(97)00024-3,11
How would you like your gain in life expectancy to be provided? An experimental approach,JOURNAL OF RISK AND UNCERTAINTY,2010,10.1007/s11166-010-9104-y,18
THE EPIDEMIOLOGIC TRANSITION AND CAUSES OF DEATH IN THE USSR,MATEKON,1993,,0
Evaluating Life Expectancy Evaluations,NORTH AMERICAN ACTUARIAL JOURNAL,2018,10.1080/10920277.2017.1381031,9
The effect of marital status on life expectancy: Is cohabitation as protective as marriage?,JOURNAL OF DEMOGRAPHIC ECONOMICS,2023,10.1017/dem.2023.10,0
The Causal Effects of Place on Health and Longevity,JOURNAL OF ECONOMIC PERSPECTIVES,2021,10.1257/jep.35.4.147,19
Determinants of life expectancy at birth: a longitudinal study on OECD countries,INTERNATIONAL JOURNAL OF HEALTH ECONOMICS AND MANAGEMENT,2023,10.1007/s10754-022-09338-5,29
Spatial and economic patterns in life expectancy among US States,APPLIED ECONOMICS,2019,10.1080/00036846.2019.1630706,5
"Subjective life expectancies, time preference heterogeneity, and wealth inequality",QUANTITATIVE ECONOMICS,2024,10.3982/QE2016,1
"ENDOGENOUS HEALTH CARE, LIFE EXPECTANCY AND ECONOMIC GROWTH",PACIFIC ECONOMIC REVIEW,2010,10.1111/j.1468-0106.2009.00486.x,24
Role of demographic factors in economic growth of South Asian countries,JOURNAL OF ECONOMIC STUDIES,2021,10.1108/JES-08-2019-0373,11
The role of renewable energy on life expectancy: evidence from method of moments quantile regression based on G-7 countries data,INTERNATIONAL JOURNAL OF ENERGY SECTOR MANAGEMENT,2024,10.1108/IJESM-11-2022-0001,13
Estimating the Impact of Alcohol Consumption on Mortality and Life Expectancy in Russian Regions,EKONOMICHESKAYA POLITIKA,2017,10.18288/1994-5124-2017-1-03,7
"The dynamics of financial development, globalisation, economic growth and life expectancy in sub-Saharan Africa",AUSTRALIAN ECONOMIC PAPERS,2019,10.1111/1467-8454.12163,57
Time series analysis and stochastic forecasting: An econometric study of mortality and life expectancy,JOURNAL OF POPULATION ECONOMICS,2005,10.1007/s00148-005-0229-2,18
LIFE EXPECTANCY AND WELFARE IN LATIN AMERICA AND THE CARIBBEAN,HEALTH ECONOMICS,2009,10.1002/hec.1460,9
"Tropics, income, and school life expectancy: an intercountry study",ECONOMICS OF EDUCATION REVIEW,1999,10.1016/S0272-7757(98)00042-9,1
Why countries become wealthy: The effects of adult longevity on saving,WORLD DEVELOPMENT,2007,10.1016/j.worlddev.2006.09.002,46
The cost of firearm deaths in the United States: Reduced life expectancies and increased insurance costs,JOURNAL OF RISK AND INSURANCE,2005,10.1111/j.1539-6975.2005.00128.x,23
THE DESIGN OF PENSION PAY OUT OPTIONS WHEN THE HEALTH STATUS DURING RETIREMENT IS UNCERTAIN,JOURNAL OF PUBLIC ECONOMIC THEORY,2010,10.1111/j.1467-9779.2009.01450.x,1
Economic impact of gain in life expectancy: a case study of India,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2024,10.1108/IJSE-06-2022-0422,0
Gender Convergence in Human Survival and the Postponement of Death,NORTH AMERICAN ACTUARIAL JOURNAL,2014,10.1080/10920277.2013.863140,13
MODELING A FLEXIBLE RETIREMENT AGE TO NARROW PENSION GAP: THE CASE OF CHINA,SINGAPORE ECONOMIC REVIEW,2021,10.1142/S0217590818420079,1
Life Expectancy in 2040: What Do Clinical Experts Expect?,NORTH AMERICAN ACTUARIAL JOURNAL,2016,10.1080/10920277.2016.1179123,12
Economic growth and female labour force participation in an ageing society: evidence from Southeast Asia,APPLIED ECONOMICS,2024,10.1080/00036846.2023.2212964,5
The effect of sanitation and safe drinking water on child mortality and life expectancy: Evidence from a global sample of 100 countries,AUSTRALIAN ECONOMIC PAPERS,2022,10.1111/1467-8454.12265,8
Cause-of-Death Contributions to Declining Mortality Improvements and Life Expectancies Using Cause-Specific Scenarios,NORTH AMERICAN ACTUARIAL JOURNAL,2024,10.1080/10920277.2023.2230275,0
THE LENGTH OF WORKING LIFE IN RUSSIA: TRENDS AND DIFFERENTIALS,ECONOMICS & SOCIOLOGY,2018,10.14254/2071-789X.2018/11-2/19,2
RELATION BETWEEN HDI INDICATORS AND ECONOMIC GROWTH: AN EVIDENCE FROM INDIA'S PERFORMANCE,JIMS8M-THE JOURNAL OF INDIAN MANAGEMENT & STRATEGY,2024,10.5958/0973-9343.2024.00019.4,0
Life Expectancy - The More We Know the Longer We Live?,FORESIGHT AND STI GOVERNANCE,2007,10.17323/1995-459X.2007.3.49.53,0
LIFE EXPECTANCY AND HUMAN CAPITAL INVESTMENTS: EVIDENCE FROM MATERNAL MORTALITY DECLINES,QUARTERLY JOURNAL OF ECONOMICS,2009,10.1162/qjec.2009.124.1.349,165
Increasing life expectancy and NDC pension systems,JOURNAL OF PENSION ECONOMICS & FINANCE,2018,10.1017/S1474747216000226,13
"LIFE EXPECTANCY, SCHOOLING, AND LIFETIME LABOR SUPPLY: THEORY AND EVIDENCE REVISITED",ECONOMETRICA,2013,10.3982/ECTA11169,74
The relation between wealth and health: Evidence from a world panel of countries,ECONOMICS LETTERS,2012,10.1016/j.econlet.2011.12.031,15
System life expectancy and the maintenance effort: Exploring their equilibration,MIS QUARTERLY,2000,10.2307/3250939,38
The role of income level and institutional quality in the non-renewable energy consumption and life expectancy nexus: evidence from selected oil-producing economies in Africa,OPEC ENERGY REVIEW,2021,10.1111/opec.12212,18
The Analysis of the Life Expectancy and the Selected Causes of Deaths in Poland with the Use of Spatial Statistics Methods,COMPARATIVE ECONOMIC RESEARCH-CENTRAL AND EASTERN EUROPE,2012,10.2478/v10103-012-0033-7,0
"Nineteenth-century White Physical Activity, Calories and Life Expectancy: Nutrition, Sanitation or Medical Intervention?",JOURNAL OF INTERDISCIPLINARY ECONOMICS,2016,10.1177/0260107916643470,2
From Cradle to Grave: How Childhood and Current Environments Impact Consumers' Subjective Life Expectancy and Decision-Making,JOURNAL OF CONSUMER RESEARCH,2020,10.1093/jcr/ucaa003,25
"Examining the drivers of inclusive growth: A study of economic performance, environmental sustainability, and life expectancy in BRICS economies",RESEARCH IN GLOBALIZATION,2024,10.1016/j.resglo.2024.100267,0
The effects of pharmaceutical consumption and obesity on the quality of life in the Organization of Economic Cooperation and Development (OECD) countries,PHARMACOECONOMICS,2004,10.2165/00019053-200422002-00004,13
"Life expectancy, money, and growth",JOURNAL OF POPULATION ECONOMICS,2006,10.1007/s00148-005-0017-z,12
Life expectancy in nursing homes,APPLIED ECONOMICS,2022,10.1080/00036846.2021.1983138,9
DETERMINANTS OF THE SAVING RATE - AN INTERNATIONAL COMPARISON,CONTEMPORARY ECONOMIC POLICY,1994,10.1111/j.1465-7287.1994.tb00410.x,20
PRIVATE ANNUITY VALUED USING ACTUAL LIFE EXPECTANCY,JOURNAL OF TAXATION,1994,,0
Rising Inequality in Life Expectancy by Socioeconomic Status,NORTH AMERICAN ACTUARIAL JOURNAL,2021,10.1080/10920277.2019.1676788,9
"Black-white disparities during an epidemic: Life expectancy and lifespan disparity in the US, 1980-2000",ECONOMICS & HUMAN BIOLOGY,2021,10.1016/j.ehb.2020.100937,11
Social Security and the increasing longevity gap,JOURNAL OF PUBLIC ECONOMIC THEORY,2021,10.1111/jpet.12477,7
Does internet use and adoption matter for better health outcomes in sub-Saharan African countries? New evidence from panel quantile regression,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2023,10.1016/j.techfore.2023.122445,18
ARE MALE-FEMALE EARNINGS DIFFERENTIALS RELATED TO LIFE-EXPECTANCY-CAUSED PENSION COST DIFFERENCES,ECONOMIC INQUIRY,1987,10.1111/j.1465-7295.1987.tb00748.x,8
"A politico-economic model of aging, technology adoption and growth",JOURNAL OF POPULATION ECONOMICS,2012,10.1007/s00148-011-0364-x,11
Income Inequality and Health: Evidence from Developed and Developing Countries,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,2015,10.5018/economics-ejournal.ja.2015-4,8
Can higher life expectancy induce more schooling and earlier retirement?,JOURNAL OF POPULATION ECONOMICS,2012,10.1007/s00148-011-0397-1,23
Cause of death and development in the US,JOURNAL OF DEVELOPMENT ECONOMICS,2014,10.1016/j.jdeveco.2014.03.013,17
Life Expectancy Heterogeneity and the Political Support for Collective Annuities,SCANDINAVIAN JOURNAL OF ECONOMICS,2016,10.1111/sjoe.12153,2
The life expectancy of tech start-ups in India: what attributes impact tech start-ups' failures?,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,2021,10.1108/IJEBR-01-2021-0025,10
LONG-RUN HEALTH IMPACTS OF INCOME SHOCKS: WINE AND PHYLLOXERA IN NINETEENTH-CENTURY FRANCE,REVIEW OF ECONOMICS AND STATISTICS,2010,10.1162/REST_a_00024,89
"Education, Life Expectancy and Pension Reform",HACIENDA PUBLICA ESPANOLA-REVIEW OF PUBLIC ECONOMICS,2012,,1
Increasing life expectancy and optimal retirement in general equilibrium,ECONOMIC THEORY,2014,10.1007/s00199-013-0776-9,26
"The effect of life expectancy on fertility, saving, schooling and economic growth: Theory and evidence",SCANDINAVIAN JOURNAL OF ECONOMICS,2005,10.1111/j.1467-9442.2005.00394.x,113
Life expectancy and economic growth: the role of the demographic transition,JOURNAL OF ECONOMIC GROWTH,2011,10.1007/s10887-011-9065-2,195
CONTRIBUTION OF INCREASED LIFE EXPECTANCY TO ECONOMIC GROWTH: EVIDENCE FROM CEE COUNTRIES,INTERNATIONAL JOURNAL OF ECONOMIC SCIENCES,2017,10.20472/ES.2017.6.2.005,2
Life Expectancy at Birth and Environmental Degradation Link in Countries with High Air Pollution,EKONOMI POLITIKA & FINANS ARASTIRMALARI DERGISI,2022,10.30784/epfad.1135846,0
American Health-Adjusted Life Expectancy at Midlife: An Analysis Based on the Health and Retirement Study,JOURNAL OF HUMAN CAPITAL,2022,10.1086/717545,0
"Growth, Pollution, and Life Expectancy: China from 1991-2012",AMERICAN ECONOMIC REVIEW,2015,10.1257/aer.p20151094,241
Monetary values of increasing life expectancy: Sensitivity to shifts of the survival curve,JOURNAL OF RISK AND UNCERTAINTY,2023,10.1007/s11166-023-09406-2,1
Would you prefer your retirement income to depend on your life expectancy?,JOURNAL OF ECONOMIC THEORY,2021,10.1016/j.jet.2020.105126,0
"PUBLIC CAPITAL, TAXATION AND ENDOGENOUS GROWTH IN A FINITE HORIZONS MODEL",METROECONOMICA,2009,10.1111/j.1467-999X.2008.00339.x,4
The effect of health improvements due to tobacco control on earnings in the United States,APPLIED ECONOMICS,2013,10.1080/00036846.2013.815310,0
The effect of life expectancy on education and population dynamics,EMPIRICAL ECONOMICS,2015,10.1007/s00181-014-0830-x,14
Medical technology and the production of health care,EMPIRICAL ECONOMICS,2012,10.1007/s00181-011-0472-1,23
Current Health State Affected Patient Preferences More Than Disease Status: A Discrete Choice Experiment in Multiple Myeloma,VALUE IN HEALTH,2023,10.1016/j.jval.2023.01.016,3
Could pension system make us happier?,COGENT ECONOMICS & FINANCE,2018,10.1080/23322039.2018.1452342,7
Predicting Longevity: <i>An Analysis of Potential Alternatives to Life Expectancy Reports</i>,JOURNAL OF INVESTING,2018,10.3905/joi.2018.27.supplement.065,3
Changes in the health status of the population of Central and Eastern European countries between 1990 and 2010,EUROPEAN JOURNAL OF HEALTH ECONOMICS,2014,10.1007/s10198-014-0602-8,32
Increasing socio-economic inequalities in life expectancy and QALYs Sweden 1980-1997,HEALTH ECONOMICS,2005,10.1002/hec.977,43
Long-Term Medical Costs and Life Expectancy of Acute Myeloid Leukemia: A Probabilistic Decision Model,VALUE IN HEALTH,2014,10.1016/j.jval.2013.12.007,16
IRA's designated beneficiary can name contingent beneficiary - Distributions use the former's life expectancy,JOURNAL OF TAXATION,2000,,0
Do actuaries believe in longevity deceleration?,INSURANCE MATHEMATICS & ECONOMICS,2018,10.1016/j.insmatheco.2017.09.008,7
"Discrimination, human capital, and life expectancy in a model of economic development",INTERNATIONAL JOURNAL OF ECONOMIC THEORY,2018,10.1111/ijet.12155,7
Redistributive effects of the US pension system among individuals with different life expectancy,JOURNAL OF THE ECONOMICS OF AGEING,2017,10.1016/j.jeoa.2017.10.002,8
A New Mortality Framework to Identify Trends and Structural Changes in Mortality Improvement and Its Application in Forecasting,RISKS,2022,10.3390/risks10080161,1
Place-Based Drivers of Mortality: Evidence from Migration,AMERICAN ECONOMIC REVIEW,2021,10.1257/aer.20190825,47
Potential gains in life expectancy by eliminating deaths from cardiovascular diseases and diabetes mellitus in the working life ages among Slovak population,HEALTH ECONOMICS REVIEW,2018,10.1186/s13561-018-0202-x,8
Health and the evolution of welfare across Brazilian municipalities,JOURNAL OF DEVELOPMENT ECONOMICS,2007,10.1016/j.jdeveco.2007.02.002,33
Life Expectancy and Economic Well-being: A Within-country Regional-level Analysis Using the Micro-data of Bangladesh,MARGIN-JOURNAL OF APPLIED ECONOMIC RESEARCH,2013,10.1177/0973801013500133,0
ESTIMATION THE EFFECTIVENESS OF PUBLIC GOVERNANCE OF THE HEALTH SYSTEM IN THE CONTEXT OF SUSTAINABLE DEVELOPMENT,ENTREPRENEURSHIP AND SUSTAINABILITY ISSUES,2020,10.9770/jesi.2020.7.4(48),2
ADULT LONGEVITY AND GROWTH TAKEOFF,MACROECONOMIC DYNAMICS,2016,10.1017/S1365100514000285,9
"Uncertain lifetime, life protection, and the value of life saving",JOURNAL OF HEALTH ECONOMICS,2000,10.1016/S0167-6296(99)00030-2,53
